Comments,User name,Created_at,Source,Like,Replies_Count,Lang
"""As a society, we need to dismantle the patriarchal attitudes that enable and justify sexual violence. #DismantlePatriarchy #India""",SereneSafari,7/16/2020 21:17,instagram Web App,0,0,EN
"""We must amplify the voices of survivors and listen to their experiences without judgment or disbelief. #ListenAndBelieve #India""",DreamyDestiny,7/16/2020 21:17,instagram Web App,0,0,EN
"""From street harassment to workplace abuse, no form of sexual violence should be tolerated. #ZeroTolerance #India""",NovaNest,7/16/2020 21:17,instagram Web App,0,0,EN
"""Let's create networks of support and solidarity for survivors of sexual abuse in every city. #SupportNetworks #India""",EtherealEclipse,7/16/2020 21:17,instagram Web App,0,1234,EN
"""It's time for men to step up and challenge other men's harmful behavior. Real men respect and protect women. #MenAgainstAbuse #India""",RadiantRealm,7/16/2020 21:17,instagram Web App,0,2,EN
"""We need comprehensive sex education programs that teach consent, boundaries, and healthy relationships. #SexEducation #India""",ZenithZen,7/16/2020 21:17,instagram Web App,0,34,EN
"""The fight against sexual abuse is not just about punishment; it's about prevention and education. #PreventionIsKey #India""",CelestialCanvas,7/16/2020 21:17,instagram.io,0,2345,EN
"""Together, we can create a future where every person feels safe, respected, and valued. #SafeFuture #India""",WanderWhirl,7/16/2020 21:17,instagram Web App,0,67,EN
"""Survivors of sexual abuse are not defined by their trauma; they are resilient, brave, and deserving of support. #SupportSurvivors #India""",BlissfulBreeze,7/16/2020 21:17,instagram for Android,0,0,EN
"""Let's challenge the normalization of sexual harassment and assault in our society. Silence only perpetuates the problem. #BreakTheSilence #India""",EnchantedEclipse,7/16/2020 21:17,instagram Web App,0,67,EN
"""No more excuses, no more justifications. It's time to end the culture of impunity surrounding sexual violence. #EndImpunity #India""",TwilightTwirl,7/16/2020 21:17,instagram for Android,0,122,EN
"""We need systemic changes to address the root causes of sexual abuse, not just band-aid solutions. #SystemicChange #India""",WhisperingWhim,7/16/2020 21:17,instagram for iPhone,0,34,EN
"""The safety and well-being of women and girls must be prioritized in every aspect of policymaking and governance. #PrioritizeSafety #India""",LuminousLabyrinth,7/16/2020 21:17,instagram for iPhone,0,56,EN
"""Sexual abuse thrives in environments where power dynamics are skewed. Let's work towards a more equitable society. #EquityForAll #India""",CosmicCanvas,7/16/2020 21:17,instagram for Android,0,78,EN
"""The trauma of sexual abuse can last a lifetime, but so can the resilience and healing of survivors. #Resilience #India""",MirageMystic,7/16/2020 21:17,instagram for iPhone,0,9,EN
"""Let's challenge harmful gender stereotypes and norms that contribute to the perpetuation of sexual violence. #ChallengeNorms #India""",NeonNectar,7/16/2020 21:17,instagram for iPhone,0,8,EN
"""From Bollywood to corporate boardrooms, no industry is immune to the scourge of sexual harassment. #EndHarassment #India""",SapphireSway,7/16/2020 21:17,instagram for iPhone,0,77,EN
"""We need better support services and resources for survivors of sexual abuse in every city. #SupportServices #India""",PixelParadigm,7/16/2020 21:17,instagram for iPhone,1,456,EN
"""Survivors of sexual abuse deserve access to quality healthcare, counseling, and legal support. #AccessToJustice #India""",VelvetVista,7/16/2020 21:17,instagram for Android,1,122,EN
"""Let's create workplaces that are free from harassment and discrimination. It's not just good for business; it's the right thing to do. #SafeWorkplaces #India""",LunarLuxe,7/16/2020 21:17,instagram Web App,1,234,EN
"""The stigma surrounding sexual abuse only serves to isolate and silence survivors. It's time to break that stigma. #EndStigma #India""",StarrySymphony,7/16/2020 21:17,instagram for Android,0,56,EN
"""Sexual abuse is not just a women's issue; it affects people of all genders. Let's ensure our advocacy is inclusive and intersectional. #IntersectionalAdvocacy #India""",MysticMystique,7/16/2020 21:17,instagram for iPhone,0,4,EN
"""From universities to public parks, no space should be unsafe for women and girls. Let's reclaim our cities. #ReclaimTheStreets #India""",EchoEclipse,7/16/2020 21:17,instagram for iPhone,0,0,EN
"""Let's teach our sons to respect women and treat them as equals. The cycle of abuse ends with us. #RaiseBetterMen #India""",PrismPinnacle,7/16/2020 21:17,instagram for Android,0,1,EN
"""We need more representation and leadership of women in positions of power and influence. #RepresentationMatters #India""",SereneSoul,7/16/2020 21:17,instagram Web App,1,0,EN
"""Let's support organizations and initiatives working to prevent sexual abuse and support survivors. #SupportOrganizations #India""",DreamyDelight,7/16/2020 21:17,instagram for Android,1,567,EN
"""Together, we can create a culture of consent, respect, and empathy in our communities. #CultureOfConsent #India""",NovaNebula,7/16/2020 21:17,instagram for iPhone,1,897,EN
"""The fight against sexual abuse requires a collective effort from all sectors of society: government, NGOs, businesses, and individuals. #CollectiveEffort #India""",EtherealElixir,7/16/2020 21:17,instagram for iPhone,1,4,EN
"""Sexual abuse not only violates the body but also the trust and dignity of the survivor. Let's restore both. #RestoreDignity #India""",RadiantRadiance,7/16/2020 21:17,instagram for Android,1,33,EN
"""Let's believe survivors when they come forward with their stories. It's the first step towards justice and healing. #BelieveSurvivors #India""",ZenithZest,7/16/2020 21:17,instagram for io,1,678,EN
"""Education and awareness are key to preventing sexual abuse. Let's start the conversation early and often. #StartTheConversation #India""",CelestialCove,7/16/2020 21:17,instagram for iPhone,0,79,EN
"""From laws to law enforcement, we need comprehensive reforms to address sexual violence effectively. #ReformNeeded #India""",WanderWhisper,7/16/2020 21:17,instagram for iPhone,0,9,EN
"""Let's hold institutions accountable for their response to sexual abuse cases, whether it's schools, workplaces, or religious organizations. #Accountability #India""",BlissfulBounty,7/16/2020 21:17,instagram for Android,0,76,EN
"""No more victim blaming. The only person responsible for sexual abuse is the perpetrator. #EndVictimBlaming #India""",EnchantedElegance,7/16/2020 21:17,instagram for iPhone,2,0,EN
"""We need to address the underlying attitudes and beliefs that perpetuate rape culture in our society. #EndRapeCulture #India""",TwilightTango,7/16/2020 21:17,instagram Web App,1,0,EN
"""Let's create spaces where survivors feel safe to share their experiences and seek support without fear of judgment or disbelief. #SafeSpaces #India""",WhisperingWanderer,7/16/2020 21:17,instagram.io,2,0,EN
"""Survivors of sexual abuse are not alone. Let's stand with them, listen to them, and support them in their journey towards healing. #SupportSurvivors #India""",LuminousLullaby,7/16/2020 21:17,instagram for Android,1,0,EN
"""Let's prioritize the safety and well-being of children and youth, who are particularly vulnerable to sexual abuse. #ProtectChildren #India""",CosmicCrescendo,7/16/2020 21:17,instagram Web App,1,1234,EN
"""We need to dismantle the systems of power and privilege that enable sexual abuse to flourish unchecked. #DismantleSystems #India""",MirageMelody,7/16/2020 21:17,instagram for Android,1,2,EN
"""Let's challenge the narratives that blame victims and excuse perpetrators of sexual violence. #ChangeTheNarrative #India""",NeonNook,7/16/2020 21:17,instagram for iPhone,0,34,EN
"""No more silence, no more shame. It's time to speak out against sexual abuse in all its forms. #SpeakOut #India""",SapphireSpark,7/16/2020 21:17,instagram for iPhone,0,2345,EN
"""Sexual abuse is a violation of human rights and dignity. Let's work towards a society where everyone's rights are respected. #HumanRights #India""",PixelPleasure,7/16/2020 21:17,instagram for Android,0,67,EN
"""From rural villages to urban centers, sexual abuse is a pervasive problem that demands our attention and action. #EndAbuse #India""",VelvetVoyager,7/16/2020 21:17,instagram for iPhone,0,0,EN
"""Let's support survivors in their journey towards healing and justice, whatever that looks like for them. #SupportSurvivors #India""",LunarLustre,7/16/2020 21:17,instagram Web App,0,67,EN
"""The trauma of sexual abuse doesn't end with the assault; it lingers long after. Let's be compassionate and supportive allies to survivors. #SupportSurvivors #India""",StarrySpectrum,7/16/2020 21:17,instagram.io,0,122,EN
"""As a society, we need to create a culture of consent and respect, where no means no and every person's boundaries are honored. #ConsentCulture #India""",MysticMuse,7/16/2020 21:17,instagram for Android,0,34,EN
"""Let's challenge the attitudes and behaviors that perpetuate sexual violence, whether it's catcalling on the streets or rape jokes in popular culture. #EndSexualViolence #India""",EchoEssence,7/16/2020 21:17,instagram Web App,0,56,EN
"""Together, we can create a future where everyone feels safe, respected, and empowered to live their lives free from the fear of sexual violence. #SafeFuture #India""",PrismParagon,7/16/2020 21:17,instagram Web App,0,78,EN
"""Survivors of sexual abuse are not defined by their trauma; they are resilient, brave, and deserving of support and respect. #SupportSurvivors #India""",SereneSpell,7/16/2020 21:17,instagram Web App,0,9,EN
"""Let's create spaces where survivors feel safe to share their stories and seek support without fear of judgment or retraumatization. #SafeSpaces #India""",DreamyDawn,7/16/2020 21:17,instagram Web App,0,8,EN
"""Sexual abuse is not just a women's issue; it affects people of all genders and ages. Let's ensure our advocacy is inclusive and intersectional. #IntersectionalAdvocacy #India""",NovaNimbus,7/16/2020 21:17,instagram Web App,0,77,EN
"""We need comprehensive sex education programs that teach consent, boundaries, and healthy relationships from an early age. #SexEducation #India""",EtherealExpanse,7/16/2020 21:17,instagram Web App,0,456,EN
"""Let's challenge the culture of silence and shame that surrounds sexual abuse and support survivors in their journey towards healing and justice. #EndTheSilence #India""",RadiantRapture,7/16/2020 21:17,instagram.io,0,122,EN
"""We must hold perpetrators of sexual abuse accountable for their actions and ensure that survivors receive the support and justice they deserve. #EndImpunity #India""",ZenithZing,7/16/2020 21:17,instagram Web App,0,234,EN
"""Survivors of sexual abuse deserve to be believed, supported, and treated with dignity and respect. Let's stand with them in solidarity. #BelieveSurvivors #India""",CelestialCrest,7/16/2020 21:17,instagram for Android,0,56,EN
"""Let's dismantle the systems of power and privilege that enable sexual abuse to thrive and create a more just and equitable society for all. #DismantleSystems #India""",WanderWhimsy,7/16/2020 21:17,instagram Web App,0,4,EN
"""No more victim blaming. It's time to shift the focus from the behavior of the survivor to the actions of the perpetrator. #EndVictimBlaming #India""",BlissfulBliss,7/16/2020 21:17,instagram for Android,0,0,EN
"""Together, we can create a world where everyone feels safe, valued, and respected, regardless of their gender or background. #SafeWorld #India""",EnchantedEnigma,7/16/2020 21:17,instagram for iPhone,0,1,EN
"""Survivors of sexual abuse deserve access to quality healthcare, counseling, and legal support to aid in their healing and recovery. #SupportSurvivors #India""",TwilightTwinkle,7/16/2020 21:17,instagram for iPhone,0,0,EN
"""Let's challenge harmful gender stereotypes and norms that perpetuate sexual violence and create a culture of consent and respect for all. #ChallengeNorms #India""",WhisperingWhisper,7/16/2020 21:17,instagram for Android,0,567,EN
"""Sexual abuse thrives in environments where power dynamics are unequal. Let's work towards a more equitable society where everyone's rights are respected. #EquityForAll #India""",LuminousLuminance,7/16/2020 21:17,instagram for iPhone,0,897,EN
"""From schools to workplaces, no institution should tolerate sexual harassment or abuse. Let's create environments where everyone feels safe and respected. #SafeEnvironments #India""",CosmicCascade,7/16/2020 21:17,instagram for iPhone,0,4,EN
"""Let's support organizations and initiatives that work to prevent sexual abuse and support survivors in their journey towards healing and justice. #SupportOrganizations #India""",MirageMiracle,7/16/2020 21:17,instagram for iPhone,0,33,EN
"""We need to listen to and amplify the voices of survivors, challenge the systems that enable sexual abuse, and work towards a world free from violence and oppression. #ListenAndAmplify #India""",NeonNexus,7/16/2020 21:17,instagram for iPhone,0,678,EN
"""Sexual abuse is not inevitable. With education, awareness, and collective action, we can create a world where everyone's bodily autonomy and dignity are respected. #EndSexualAbuse #India""",SapphireSiren,7/16/2020 21:17,instagram for Android,0,79,EN
"""Let's prioritize the safety and well-being of children and youth by teaching them about consent, boundaries, and healthy relationships from an early age. #ProtectChildren #India""",PixelProwess,7/16/2020 21:17,instagram Web App,0,9,EN
"""We must address the root causes of sexual violence, including patriarchal attitudes, gender inequality, and toxic masculinity, to create a society where everyone can live free from fear. #EndSexualViolence #India""",VelvetVerve,7/16/2020 21:17,instagram for Android,0,76,EN
"""Let's stand together against sexual abuse, support survivors in their journey towards healing and justice, and work towards creating a world where everyone feels safe, respected, and empowered. #StandTogether #India""",LunarLegend,7/16/2020 21:17,instagram for iPhone,2,0,EN
"""We need to address sexual abuse in our cities, it's a pervasive issue that affects countless lives. #EndSexualAbuse #India""",NeonNectar,7/16/2020 21:17,instagram for iPhone,1,0,EN
"""Let's stand together to create safer spaces for everyone, especially the most vulnerable among us. #SafeCities #India""",SapphireSway,7/16/2020 21:17,instagram for Android,2,0,EN
"""Education and awareness are key to combating sexual abuse in India's urban areas. #RaiseAwareness #India""",PixelParadigm,7/16/2020 21:17,instagram Web App,1,0,EN
"""Every individual deserves to feel safe in their own city. Let's work towards a future free from sexual abuse. #SafeCityInitiative #India""",VelvetVista,7/16/2020 21:17,instagram for Android,1,1234,EN
"""Sexual abuse thrives in silence. It's time to speak up and break the cycle of violence. #BreakTheSilence #India""",LunarLuxe,7/16/2020 21:17,instagram for iPhone,1,2,EN
"""No one should ever have to live in fear of sexual abuse, no matter where they are in India. #StopSexualAbuse #India""",StarrySymphony,7/16/2020 21:17,instagram for iPhone,0,34,EN
"""Let's support survivors and hold perpetrators accountable for their actions. #SupportSurvivors #India""",MysticMystique,7/16/2020 21:17,instagram for Android,0,2345,EN
"""We need stronger laws and better enforcement to tackle sexual abuse in our cities. #JusticeForSurvivors #India""",EchoEclipse,7/16/2020 21:17,instagram for io,0,67,EN
"""It's not enough to just talk about the problem. We need concrete action to protect our communities. #TakeAction #India""",PrismPinnacle,7/16/2020 21:17,instagram for iPhone,0,0,EN
"""Sexual abuse affects people of all genders and ages. We must work together to create a culture of respect and consent. #RespectAndConsent #India""",SereneSoul,7/16/2020 21:17,instagram for iPhone,0,67,EN
"""The trauma of sexual abuse can last a lifetime. Let's prioritize mental health support for survivors. #MentalHealthMatters #India""",DreamyDelight,7/16/2020 21:17,instagram for Android,0,122,EN
"""Our cities should be places of opportunity and safety, not fear and exploitation. #SafeCitiesForAll #India""",NovaNebula,7/16/2020 21:17,instagram for iPhone,0,34,EN
"""Let's dismantle the systems that enable sexual abuse to thrive and build a future where everyone can live without fear. #DismantleTheSystem #India""",EtherealElixir,7/16/2020 21:17,instagram Web App,0,56,EN
"""Education on consent and boundaries is crucial in preventing sexual abuse. Let's start early and teach our children. #TeachConsent #India""",RadiantRadiance,7/16/2020 21:17,instagram.io,0,78,EN
"""Survivors of sexual abuse deserve our unwavering support and empathy. Let's be there for them. #EmpowerSurvivors #India""",ZenithZest,7/16/2020 21:17,instagram for Android,0,9,EN
"""We cannot turn a blind eye to the epidemic of sexual abuse in our cities. It's time to take a stand. #NoMoreSilence #India""",CelestialCove,7/16/2020 21:17,instagram Web App,0,8,EN
"""Every voice matters in the fight against sexual abuse. Let's amplify the voices of survivors and advocates. #AmplifyVoices #India""",WanderWhisper,7/16/2020 21:17,instagram for Android,0,77,EN
"""Sexual abuse is a violation of human rights. Let's work towards a society where everyone's rights are respected. #HumanRights #India""",BlissfulBounty,7/16/2020 21:17,instagram for iPhone,0,456,EN
"""We need to address the root causes of sexual abuse, including gender inequality and power imbalances. #AddressRootCauses #India""",EnchantedElegance,7/16/2020 21:17,instagram for iPhone,0,122,EN
"""By speaking out against sexual abuse, we are breaking the cycle of violence and creating a safer future for all. #BreakTheCycle #India""",TwilightTango,7/16/2020 21:17,instagram for Android,0,234,EN
"""Together, we can create a culture of consent and respect where sexual abuse has no place. #ConsentCulture #India""",WhisperingWanderer,7/16/2020 21:17,instagram for iPhone,0,56,EN
"""Let's educate ourselves and others on the signs of sexual abuse so we can intervene and support survivors. #EducateAndIntervene #India""",LuminousLullaby,7/16/2020 21:17,instagram Web App,0,4,EN
"""Sexual abuse affects communities across India. It's time for all of us to take action and make a change. #TakeAStand #India""",CosmicCrescendo,7/16/2020 21:17,instagram.io,0,0,EN
"""Survivors of sexual abuse are not alone. Let's build a network of support and solidarity. #SupportNetwork #India""",MirageMelody,7/16/2020 21:17,instagram for Android,0,1,EN
"""Sexual abuse thrives in environments of silence and shame. Let's break the stigma and start talking openly. #BreakTheStigma #India""",NeonNook,7/16/2020 21:17,instagram Web App,0,0,EN
"""We must hold institutions accountable for their response to sexual abuse and ensure justice for survivors. #Accountability #India""",SapphireSpark,7/16/2020 21:17,instagram Web App,0,567,EN
"""It's time to shift the focus from victim-blaming to holding perpetrators accountable for their actions. #NoMoreVictimBlaming #India""",PixelPleasure,7/16/2020 21:17,instagram Web App,0,897,EN
"""We need to challenge harmful stereotypes and attitudes that perpetuate sexual abuse in our cities. #ChallengeStereotypes #India""",VelvetVoyager,7/16/2020 21:17,instagram Web App,0,4,EN
"""Let's create spaces where survivors feel safe to come forward and seek support without fear of judgment. #SafeSpaces #India""",LunarLustre,7/16/2020 21:17,instagram Web App,0,33,EN
"""Sexual abuse is a violation of trust and dignity. Let's work towards restoring both for survivors. #RestoreTrust #India""",StarrySpectrum,7/16/2020 21:17,instagram Web App,0,678,EN
"""The fight against sexual abuse requires a multifaceted approach involving education, policy reform, and community support. #MultifacetedApproach #India""",MysticMuse,7/16/2020 21:17,instagram.io,1,79,EN
"""No one should ever feel ashamed or embarrassed to speak out against sexual abuse. Let's break down the barriers to disclosure. #BreakBarriers #India""",EchoEssence,7/16/2020 21:17,instagram Web App,1,9,EN
"""We need to teach our children about consent, boundaries, and respect from a young age to prevent future incidents of sexual abuse. #PreventAbuse #India""",PrismParagon,7/16/2020 21:17,instagram for Android,1,76,EN
"""Survivors of sexual abuse deserve justice, support, and healing. Let's stand with them every step of the way. #JusticeAndHealing #India""",SereneSpell,7/16/2020 21:17,instagram Web App,0,0,EN
"""Let's challenge the culture of silence and complicity that allows sexual abuse to persist in our cities. #ChallengeSilence #India""",DreamyDawn,7/16/2020 21:17,instagram for Android,0,0,EN
"""By working together, we can create a future where everyone feels safe and respected in our cities. #SafetyForAll #India""",NovaNimbus,7/16/2020 21:17,instagram for iPhone,0,0,EN
"""Sexual abuse is not just a women's issue—it affects people of all genders. Let's ensure our response is inclusive and intersectional. #IntersectionalResponse #India""",EtherealExpanse,7/16/2020 21:17,instagram for iPhone,0,0,EN
"""Let's prioritize survivor-centered approaches in our response to sexual abuse, ensuring their voices and needs are heard and respected. #SurvivorCentered #India""",RadiantRapture,7/16/2020 21:17,instagram for Android,1,1234,EN
"""Sexual abuse is not inevitable. Let's work towards a future where it's no longer a reality for anyone. #NoMoreAbuse #India""",ZenithZing,7/16/2020 21:17,instagram for iPhone,1,90,EN
"""It's time for men to actively challenge toxic masculinity and be allies in the fight against sexual abuse. #MenAgainstAbuse #India""",CelestialCrest,7/16/2020 21:17,instagram for iPhone,1,0,EN
"""Sexual abuse thrives in environments of power imbalances. Let's work towards a more equitable society where everyone has equal rights and opportunities. #EqualityForAll #India""",WanderWhimsy,7/16/2020 21:17,instagram for iPhone,1,87,EN
"""Let's support organizations and initiatives that are working tirelessly to combat sexual abuse and support survivors. #SupportInitiatives #India""",BlissfulBliss,7/16/2020 21:17,instagram for iPhone,1,456,EN
"""Sexual abuse is a violation of human dignity. Let's reaffirm the worth and dignity of every individual. #HumanDignity #India""",EnchantedEnigma,7/16/2020 21:17,instagram for Android,1,78,EN
"""We must believe and validate the experiences of survivors, creating a culture where their stories are heard and respected. #BelieveSurvivors #India""",TwilightTwinkle,7/16/2020 21:17,instagram Web App,0,900,EN
"""The trauma of sexual abuse can impact every aspect of a person's life. Let's ensure survivors have access to comprehensive support services. #ComprehensiveSupport #India""",WhisperingWhisper,7/16/2020 21:17,instagram for Android,0,7,EN
"""Sexual abuse is not just a legal issue—it's a moral and ethical one. Let's all do our part to create a more just and compassionate society. #MoralResponsibility #India""",LuminousLuminance,7/16/2020 21:17,instagram for iPhone,0,0,EN
"""Let's dismantle harmful myths and misconceptions surrounding sexual abuse and educate ourselves on the realities. #DismantleMyths #India""",CosmicCascade,7/16/2020 21:17,instagram for iPhone,0,9,EN
"""Every instance of sexual abuse is a failure of our society to protect its most vulnerable members. Let's do better. #ProtectTheVulnerable #India""",MirageMiracle,7/16/2020 21:17,instagram for Android,0,8,EN
"""Let's create a culture where survivors are empowered to reclaim their agency and autonomy in the aftermath of sexual abuse. #EmpowerSurvivors #India""",NeonNexus,7/16/2020 21:17,instagram Web App,0,77,EN
"""Sexual abuse is not just a crime against an individual—it's an assault on their dignity and humanity. #CrimeAgainstHumanity #India""",SapphireSiren,7/16/2020 21:17,instagram for Android,0,0,EN
